Tweet;Target;Sent_Target;Sent_Sociedad;Sent_Empresas;tweet_clean
Nothing: el nuevo fabricante de smartphones transparentes que desafía a Apple y Samsung  https://t.co/oKKFYeryML;Nothing;POS;POS;NEG;nothing nuevo fabricante smartphones transparentes desafía apple samsung
Un banquero de Credit Suisse es destituido por enviar mensajes no autorizados a sus clientes  https://t.co/hg7KLBBzO8;Credit Suisse ;NEG;NEG;POS;banquero credit suisse destituido enviar mensajes autorizados clientes
"Nunca desde diciembre de 2020 el bitcoin había cotizado en niveles tan bajos. 
https://t.co/Y6k7025JKk";bitcoin;NEG;NEG;POS;nunca diciembre bitcoin cotizado niveles tan bajos
"La criptomoneda está a punto de perder también la barrera de los 20.000$. 
https://t.co/Y6k7025JKk";criptomoneda;NEG;NEG;POS;criptomoneda punto perder barrera
"El desplome no cesa.
https://t.co/Y6k7025JKk";desplome;NEG;NEG;NEG;desplome cesa
El Tribunal General de la UE anula la multa de 1.000 millones de euros a Qualcomm  https://t.co/PCEbzunblF;Qualcomm;NEG;NEG;POS;tribunal general ue anula multa millones euro qualcomm
"Un juzgado de Madrid investiga al dueño del Grupo Restalia, José María Fernández Capitán, a la propia sociedad y varias de sus filiales, como 100 Montaditos, por presuntamente estafar a decenas de franquiciados en España.

@agzarzalejos vía 
https://t.co/tYSxv2MudT";Restalia;NEG;NEG;POS;juzgado madrid investiga dueño grupo restalia josé maría fernández capitán propia sociedad varias filiales montaditos presuntamente estafar decenas franquiciados españa agzarzalejos vía
"Los inversores se preguntan hasta qué punto pueden aumentar el coste de la deuda de Italia sin hacer mella en la economía del país, fuertemente endeudado, mientras crece la venta en los mercados de bonos de la eurozona.

Vía @FT
https://t.co/5Kmq1uHaD3";Italia;NEG;NEG;NEG;inversores preguntan punto pueden aumentar coste deuda italia hacer mella economía país fuertemente endeudado mientras crece venta mercados bonos eurozona vía ft
Las grandes patronales industriales se rebelan contra el Gobierno por el fondo de renovables  https://t.co/1MATlPXtf3;Gobierno;NEG;NEG;POS;grandes patronales industriales rebelan gobierno fondo renovables
Zaragoza reducirá la factura de la luz a familias y pymes con placas solares en lugares públicos  https://t.co/24cij4Mtfg;luz;NEG;POS;POS;zaragoza reducirá factura luz familias pymes placas solares lugares públicos
Triditive recauda 5 millones para acelerar la fabricación 3D en la industria  https://t.co/DYxH2eLCvi;industria;POS;POS;NEG;triditive recauda millones acelerar fabricación d industria
Un juez investiga al dueño de 100 Montaditos por estafa  https://t.co/usPyMUfgpv;100 Montaditos;NEG;NEG;POS;juez investiga dueño montaditos estafa
"El banco ha cerrado un acuerdo de tres años renovables con Riot Games, creador de League of Legends (LoL), para patrocinar las competiciones de Europa y Latinoamérica.

@EstelaMazo vía . https://t.co/I4zISnuZs0";banco;POS;POS;NEG;banco cerrado acuerdo tres años renovables riot game creador league of legend lol patrocinar competiciones europa latinoamérica estelamazo vía
El bitcoin, en caída libre, baja a 20.000 dólares antes de la Fed  https://t.co/blm3OjCNsA;bitcoin;NEG;NEG;POS;bitcoin caída libre baja dólares fed
"#eleccionesAndalucía: ""La estrategia de Moreno será su programa económico, con bajadas de impuestos y proyectos liberalizadores. En Madrid dio muy buen resultado y parece que será el mantra electoral del PP"". 

✍️Un análisis de @JavierAyusoC


https://t.co/1yIE9hSVj8";impuestos;NEG;POS;POS;eleccionesandalucía estrategia moreno programa económico bajadas impuestos proyectos liberalizadores madrid dio buen resultado parece mantra electoral pp análisis javierayusoc
"La Autoridad de Preparación y Respuesta ante Emergencias Sanitarias de la CE (HERA), firma un contrato con Bavarian Nordic para la compra de 109.090 dosis de su vacuna de 3ª generación contra la viruela del mono.

@margacastillo74 vía .
https://t.co/2AWgBPl3N2";HERA;POS;POS;NEG;autoridad preparación respuesta emergencias sanitarias ce hera firma contrato bavarian nordic compra dosis vacuna ª generación viruela mono margacastillo vía
El salario medio de España es el tercero más alto de la UE en relación con el PIB por habitante  https://t.co/FcRmAlfkk1;salario;POS;POS;POS;salario medio españa tercero alto ue relación pib habitante
"Compañías de base tecnológica como Klarna, Bolt y Main Street han anunciado fuertes recortes en sus plantillas en las últimas semanas.

@nicolasmsarries vía .
https://t.co/BUlAs7PK5U";plantillas;NEG;NEG;POS;compañías base tecnológica klarna bolt main street anunciado fuertes recortes plantillas últimas semanas nicolasmsarries vía
Nunsys saldrá a bolsa este verano  https://t.co/IGEmQvzRiq;Nunsys;POS;POS;NEG;nunsys saldrá bolsa verano
"Hay una nueva ronda de subidas de los precios de las hipotecas a tipo fijo, y está vez está afectando de lleno a los mejores préstamos bonificados del mercado en esta modalidad.
https://t.co/Ypd1TlDBuC";hipotecas ;POS;NEG;NEG;nueva ronda subidas precios hipotecas tipo fijo vez afectando lleno mejores préstamos bonificados mercado modalidad
"El Ibex y los bancos españoles, junto al mercado italiano, entre los más castigados desde la reunión del BCE de la semana pasada al resurgir el peligro de ""fragmentación"" del euro.
https://t.co/xPd5h2I2ug";Ibex;NEG;NEG;POS;ibex bancos españoles junto mercado italiano castigados reunión bce semana pasada resurgir peligro fragmentación euro
El aumento del coste de la deuda lleva a Italia a la 'zona de riesgo'  https://t.co/oWHQ6X1atr;Italia;NEG;NEG;NEG;aumento coste deuda lleva italia zona riesgo
Musk planea despedir al 10% de la plantilla de Tesla por un «súper mal presentimiento» sobre la economía https://t.co/tSWB2e1uDN;Tesla;NEG;NEG;POS;musk planea despedir plantilla tesla súper mal presentimiento economía
La CNMV suspende la cotización de Acerinox ante una posible fusión con Aperam https://t.co/k1PN14FdCY;Acerinox;NEG;NEG;POS;cnmv suspende cotización acerinox posible fusión aperam
Montero avala hacer fijos a 15.000 temporales de empresas públicas https://t.co/JHkz1HXIFP;temporales;POS;POS;NEG;montero avala hacer fijos temporales empresas públicas
Los alemanes compran un 7,7% menos de alimentos para soportar la subida de precios en el supermercado https://t.co/1EN8Pkjlgd;alimentos ;NEG;NEG;NEG;alemanes compran menos alimentos soportar subida precios supermercado
Garzón: «No necesita la misma subvención una gran fortuna que cobra 200.000 euros al año que una pequeña» https://t.co/hKKvKkKDa5;subvención ;NEG;POS;POS;garzón necesita misma subvención gran fortuna cobra euro año pequeña
El desempleo se reduce en 99.512 personas y baja de los tres millones impulsado por la campaña turística https://t.co/BXwXcTC4rc;desempleo ;NEG;POS;POS;desempleo reduce persona baja tres millones impulsado campaña turística
Los expertos prevén mayor rigidez en los contratos por la reforma laboral y avisan de temporalidad encubierta https://t.co/5UiwWo3JDw;temporalidad;POS;NEG;NEG;expertos prevén mayor rigidez contratos reforma laboral avisan temporalidad encubierta
Consumo anuncia que España tendrá «una ley específica» para regular las cajas botín de los videojuegos https://t.co/x6wkGtq4t9;videojuegos ;NEG;POS;POS;consumo anuncia españa ley específica regular cajas botín videojuegos
Correos encara tres jornadas de huelga en medio de un clima de alta tensión entre CCOO y UGT y la empresa https://t.co/VUx2ms2E5s;Correos ;NEG;NEG;POS;correos encara tres jornadas huelga medio clima alta tensión ccoo ugt empresa
La Justicia europea avala la resolución de Banco Popular y rechaza devolver el dinero a los accionistas https://t.co/5zggg212dA;accionistas;NEG;NEG;POS;justicia europea avala resolución banco popular rechaza devolver dinero accionistas
Gazprom anuncia que ya ha cortado «por completo» el gas a la danesa Orsted y a Shell Europe https://t.co/d0aQfOR6GF;Gazprom;NEG;NEG;POS;gazprom anuncia cortado completo gas danesa orsted shell europe
Iberia comienza a operar vuelos de largo radio con biocombustible de Repsol producido con residuos https://t.co/zTQMKhqsUJ;Iberia;POS;POS;POS;iberia comienza operar vuelos largo radio biocombustible repsol producido residuos
La eurozona sufre el mayor encarecimiento de precios de su historia con la inflación media al 8,1% https://t.co/MN45XFGMx1;precios;POS;NEG;NEG;eurozona sufre mayor encarecimiento precios historia inflación medium
Jordi Sevilla anima a Sánchez a aceptar la oferta de Feijóo para bajar el IRPF a las rentas más bajas https://t.co/cqoHZ3DtwN;IRPF;NEG;POS;POS;jordi sevilla anima sánchez aceptar oferta feijóo bajar irpf rentas bajas
El Banco de España avisa de que el cierre comercial con Rusia lastraría hasta un 1,8% el PIB español https://t.co/QKrE0DSBVm;PIB;NEG;NEG;NEG;banco españa avisa cierre comercial rusia lastraría pib español
Escrivá plantea una nueva reforma para autónomos con subidas de hasta el 90% de cuota a la Seguridad Social https://t.co/Xpo1OGiHx9;autónomos ;NEG;NEG;NEG;escrivá plantea nueva reforma autónomos subidas cuota seguridad social
El precio del petróleo se dispara y marca máximos desde marzo tras el embargo de la UE a Rusia https://t.co/A7Tlc80nli;petróleo ;POS;NEG;NEG;precio petróleo dispara marca máximos marzo tras embargo ue rusia
La inflación golpea a los ‘millennials’, la generación de la doble crisis https://t.co/Hzj2aiMXpm;millennials;NEG;NEG;NEG;inflación golpea millennials generación doble crisis
Escrivá plantea una nueva reforma para autónomos con subidas de hasta el 49% de cuota a la Seguridad Social https://t.co/l4SsZWmxAH;autónomos ;NEG;NEG;NEG;escrivá plantea nueva reforma autónomos subidas cuota seguridad social
Fin a la publicidad encubierta de los ‘influencers’ y a las reseñas falsas en los comercios https://t.co/RxBoPlonav;influencers ;NEG;POS;POS;fin publicidad encubierta influencers reseñas falsas comercios
La electricidad ha bajado un 34% a la espera del decreto que reducirá su precio un 15% https://t.co/fuSBFwsxNg;electricidad ;NEG;POS;POS;electricidad bajado espera decreto reducirá precio
La banca exprime el filón de las comisiones con sus clientes más fieles https://t.co/MkOQf6jaLE;banca;POS;NEG;NEG;banca exprime filón comisiones clientes fieles
Límite, 100 días: la subida de tipos obliga a Sánchez a un giro de su política fiscal https://t.co/GCEQsNWRMW;tipos;POS;NEG;NEG;límite días subida tipos obliga sánchez giro política fiscal
El IPC vuelve a subir en mayo, hasta el 8,7%, por el encarecimiento de los carburantes y los alimentos https://t.co/OsApjbJ5vr;IPC;POS;NEG;NEG;ipc vuelve subir mayo encarecimiento carburantes alimentos
Las firmas de hipotecas aumentan un 18% en marzo, la mejor cifra desde 2011 https://t.co/36CAzAHmdp;hipotecas;POS;POS;POS;firmas hipotecas aumentan marzo mejor cifra
Demandan a Elon Musk por intentar hundir el valor de las acciones de Twitter https://t.co/kSHvwwaXhJ;Twitter ;NEG;POS;NEG;demandan elon musk intentar hundir valor acciones twitter
Los economistas avisan al Gobierno de que o toman medidas ya o habrá recesión https://t.co/QlQyXEO004;recesión ;POS;NEG;NEG;economistas avisan gobierno toman medidas recesión
Hacienda prepara ahora una subida fiscal a los estancos y a toda la cadena de valor del tabaco https://t.co/ysooahpW9F;tabaco;NEG;NEG;POS;hacienda prepara ahora subida fiscal estancos toda cadena valor tabaco
La banca abre la guerra por los depósitos y vuelve a remunerarlos ante la subida de tipos de interés https://t.co/HIMREro21A;depósitos;POS;POS;POS;banca abre guerra depósitos vuelve remunerarlos subida tipos interés
El precio del alquiler ahoga al empleo turístico a las puertas del verano https://t.co/FWBapYyNrc;alquiler;POS;NEG;NEG;precio alquiler ahoga empleo turístico puertas verano
La morosidad del Estado crece al nivel máximo en 20 años y asfixia a las pymes: ya debe 110.000 millones https://t.co/wMipWFb0RB;pymes;NEG;NEG;POS;morosidad crece nivel máximo años asfixia pymes debe millones
Los economistas alertan del sobredimensionamiento del sector público español y rebajan el crecimiento al 3,9% https://t.co/KxGl8uqrjd;crecimiento ;NEG;NEG;NEG;economistas alertan sobredimensionamiento sector público español rebajan crecimiento
La carrera contrarreloj de las marcas por patrocinar cuanto antes a Carlos Alcaraz https://t.co/0AVi7krpVH;marcas;POS;POS;NEG;carrera contrarreloj marcas patrocinar cuanto carlos alcaraz
La temporalidad encubierta se dispara en la nueva contratación de fijos discontinuos tras la reforma laboral https://t.co/DoSsAeSFLg;temporalidad;POS;NEG;NEG;temporalidad encubierta dispara nueva contratación fijos discontinuos tras reforma laboral
Aviso del Banco de España: el bono del alquiler puede inflar aún más los precios https://t.co/GloIXleAfH;alquiler ;POS;NEG;NEG;aviso banco españa bono alquiler puede inflar aún precios
La industria de bebidas se compromete a que el 50% de los refrescos en España sean bajos o sin calorías en 2025 https://t.co/6nYnRPYIiO;refrescos;POS;POS;NEG;industria bebidas compromete refrescos españa bajos calorías
Lagarde admite que no hay consenso dentro del BCEpara la primera subida de tipos de interés https://t.co/Lkqw9nnfHj;tipos;NEG;POS;POS;lagarde admite consenso dentro bcepara primera subida tipos interés
Estas son las 44.780 plazas que se incluyen en la oferta de empleo público para 2022 https://t.co/jChwsLYVo8;empleo;POS;POS;POS;plaza incluyen oferta empleo público
Garamendi rechaza ahora la subida de pensiones con el IPC y exige que se revise la ley aprobada hace seis meses https://t.co/Nuwt2LkmbN;pensiones;NEG;NEG;NEG;garamendi rechaza ahora subida pensiones ipc exige revise ley aprobada hace seis me
El Estado se queda en impuestos y cotizaciones sociales casi el 40% de la retribución de cada trabajador https://t.co/9P1QQG6Qgt;Estado;POS;NEG;NEG;queda impuestos cotizaciones sociales casi retribución cada trabajador
El Consejo de Ministros aprueba elevar a casi 45.000 plazas «la mayor oferta pública de empleo de la historia» https://t.co/smYVT7yoQI;empleo;POS;POS;POS;consejo ministros aprueba elevar casi plaza mayor oferta pública empleo historia
La receta del CNMV para la próxima crisis: facilitar el acceso a la financiación sin vulnerar a los inversores https://t.co/trlEb8zn3v;CNMV;POS;POS;POS;receta cnmv próxima crisis facilitar acceso financiación vulnerar inversores
Ribera se corrige ella misma y deja en el 15% la rebaja prevista de la luz del 30% al topar el precio del gas https://t.co/b5le2I8KHh;luz;POS;POS;POS;ribera corrige misma deja rebaja prevista luz topar precio gas
Amenaza de huelga en Ryanair: los sindicatos barajan paros europeos justo antes de agosto https://t.co/XfIczhIwJZ;Ryanair;NEG;NEG;POS;amenaza huelga ryanair sindicatos barajan paros europeos justo agosto
Gobierno y sindicatos pactan una oferta histórica de 30.000 plazas de funcionarios, 4.000 de ellos interinos https://t.co/MKxaDvPKNL;funcionarios ;POS;POS;POS;gobierno sindicatos pactan oferta histórica plaza funcionarios interinos
Bruselas desvela que Sánchez mantiene su plan para subir los impuestos en 2023 https://t.co/W64uLMqfxN;impuestos ;POS;NEG;NEG;bruselas desvela sánchez mantiene plan subir impuestos
Lagarde apunta a julio para la primera subida de tipos y a septiembre para abandonar las tasas negativas https://t.co/jD3SnkmtdT;tipos;POS;NEG;NEG;lagarde apunta julio primera subida tipos septiembre abandonar tasas negativas
Dos de cada tres autónomos prevén subir sus precios si se mantiene la espiral inflacionista https://t.co/hi0V7sQago;autónomos ;POS;NEG;NEG;do cada tres autónomos prevén subir precios si mantiene espiral inflacionista
La inflación acorrala al turismo: vacaciones de verano más cortas y menos gasto en restaurantes https://t.co/nEIt6dnTXq;turismo;NEG;NEG;NEG;inflación acorrala turismo vacaciones verano cortas menos gasto restaurantes
